xypos3021	the men were recommending the students	0.175581666667 0.03217 -0.0910033333333 -0.519315 0.2986325 0.00624766666667 -0.399920333333 -0.0915666666667 -0.29503841 -0.463025 0.0549166666667 -0.389403333333 -0.198486666667 -0.212446016667 0.3193285 -0.163567333333 -0.126405 0.02809 -0.46368 -0.433396666667 0.0879746666667 0.355873 0.399751666667 0.032805 -0.19731 -1.41438333333 -0.302913333333 -0.2929795 -0.503076666667 -0.369312 3.14026 0.325243333333 -0.322921666667 -0.554991666667 0.341022376667 0.0386733 0.365957666667 0.0630605 -0.158231333333 0.0838783333333 -0.377265 -0.24966 0.301025 0.417652666667 0.123662333333 -0.184224666667 -0.2649317 -0.0287271666667 -0.188003166667 -0.419196833333
xypos7287	the doctors that do not call the scientists are not recommending the lawyer	0.545550076923 -0.0790597692308 -0.0742137076923 -0.207998230769 0.277351 0.0708876153846 -0.422653076923 0.034888 -0.0798615915385 -0.110288692308 0.120554246154 0.242354307692 -0.167939230769 0.0438461461538 0.463647038462 0.330444923077 0.152890692308 -0.248833207692 -0.0599899230769 -0.558848692308 -0.115423307692 0.207892153846 0.362835 0.03128 0.106833384615 -1.84064153846 -0.515926153846 -0.149292538462 -0.176950769231 -0.379410384615 3.23014307692 0.0454861538462 -0.565583846154 -0.629413846154 0.0386251069231 -0.285048869231 0.261185461538 0.00347847692308 0.201448384615 -0.0233611769231 -0.243483846154 0.111588923077 0.167025384615 0.555689923077 0.185911384615 0.00479461538462 -0.327463715385 0.341136631538 -0.131415461538 0.1098704
xypos8463	the women that are sleeping followed the men	0.327892375 0.23432 -0.1871475 -0.132679625 0.38686125 0.3320795 -0.362234125 -0.129755 -0.0473463075 -0.396338 0.141829375 -0.3052744625 -0.379668875 -0.015659625 0.525762625 0.0476595 -0.03704625 -0.030021375 -0.483602875 -0.524526125 -0.16474 0.3809125 0.3716725 0.12025875 -0.036397175 -1.4871625 -0.533986875 -0.0561585 -0.096111125 -0.26994825 3.3158625 0.37609625 -0.25054375 -0.341552125 0.1497080325 0.141272475 0.19946575 0.0644899 -0.144252125 0.008329875 -0.4095575 -0.046086875 0.229650375 0.37955075 0.309613375 -0.06543175 -0.264028775 -0.43900375 -0.155454625 -0.46699935
xypos8640	the men are not helped by the scientist that is sleeping	0.433466363636 0.129409636364 -0.00114441818182 -0.110670454545 0.403664390909 0.241835818182 -0.483030736364 -0.207642181818 -0.0623761327273 -0.171769909091 0.242720090909 0.1375913 -0.380044363636 -0.0185289090909 0.405374636364 0.236242354545 0.196248181818 0.0480172727273 -0.404674454545 -0.347975454545 -0.144978181818 0.251387454545 0.291869636364 -0.0121490909091 0.0909343636364 -1.70325454545 -0.486433363636 -0.0972887272727 -0.0675276363636 -0.152940909091 3.20726727273 -0.0658445454545 -0.316727272727 -0.563829090909 0.0710117509091 0.0736968909091 0.0477105454545 0.121837563636 0.098993 -0.0235328181818 -0.224315727273 0.144905909091 0.0803733636364 0.225221272727 0.249262909091 0.00519615454545 -0.2928762 -0.225325454545 -0.0725037272727 -0.220372254545
xypos413	the doctor that was being recommended by the women dances	0.2474168 0.01623 -0.439319 -0.2686015 0.281053 0.4028556 -0.4333571 -0.100176 -0.046991046 -0.1739296 0.3289808 0.041468 -0.2774157 0.000812 0.4643512 -0.0089192 -0.1293415 -0.0405921 -0.4338563 -0.25108 0.053539 0.2996824 0.295065 -0.017746 0.00789546 -1.662689 -0.451749 -0.1275538 -0.3788128 -0.1715531 3.09325 -0.065413 -0.30454 -0.470069 0.096092426 0.05330588 0.3565749 0.1951545 -0.0623999 -0.0066297 -0.206267 0.1177622 -0.043683493 0.1126782 0.0852553 -0.1771057 -0.29518902 -0.2873423 -0.061016 -0.17981348
xypos8476	the men are not followed by the professor that slept	0.2757099 0.109805 -0.13632586 -0.1715847 0.397361 0.2183641 -0.5065702 -0.1261244 -0.337136046 -0.3365103 0.1361233 -0.003236 -0.461981 -0.0979757 0.4958272 0.1304671 0.033131 -0.076056 -0.4382919 -0.3187929 -0.0441932 0.3342504 0.39513346 -0.066522 0.0975827 -1.614615 -0.3961618 -0.0665746 -0.2094299 -0.210027 3.142466 -0.085411 -0.1795793 -0.5563754 0.065312426 -0.00675312 0.1550926 0.17690142 0.1000033 0.1446769 -0.3298906 0.1418695 0.043385 0.2409552 0.1869209 -0.0379109 -0.28717702 -0.272151 -0.1725078 -0.23516248
xypos5435	the doctor meets the lawyers that did not dance	0.218520333333 0.154046666667 -0.341894811111 -0.0617273333333 0.381982222222 0.1114369 -0.339097777778 0.212624111111 -0.12839594 -0.0844493333333 0.135530444444 0.228927333333 -0.371393111111 0.216043333333 0.5114782 0.149424 0.0387975555556 -0.141122222222 -0.158566555556 -0.383217777778 0.0833264444444 0.3943 0.178030333333 0.135936277778 0.0768033333333 -1.86778666667 -0.571987777778 -0.195208888889 -0.312626444444 -0.413865666667 3.02786666667 -0.0463251111111 -0.551807777778 -0.423709444444 0.104709362222 -0.113401133333 0.290337666667 0.0149174444444 0.117525888889 -0.156800333333 -0.206797444444 0.214827777778 -0.0731267777778 0.170865111111 0.0739145555556 -0.0300190666667 -0.118170022222 -0.103089222222 -0.160852333333 0.0512428
xypos7742	the student was not followed by the men that help the women	0.13533225 0.1716995 -0.08824705 -0.171140583333 0.372124166667 0.268982166667 -0.497956916667 -0.0639953333333 -0.142265890833 -0.27092525 0.247555333333 -0.128411666667 -0.491605966667 -0.122764583333 0.413073875 -0.0125778333333 -0.028095 -0.113125083333 -0.448031916667 -0.25357575 -0.01265925 0.271142833333 0.172816666667 -0.0581358333333 0.00977588333333 -1.83761666667 -0.401140416667 -0.300037916667 -0.266048916667 -0.196283833333 3.46730833333 0.13453 -0.363706666667 -0.513856416667 0.0390822825 -0.010310525 0.166837166667 0.0984635833333 -0.0269881666667 -0.0871701666667 -0.309616666667 -0.00538166666667 0.0417516666667 0.04784575 0.13585325 -0.157942416667 -0.272979025 -0.234644166667 -0.0876811666667 -0.3127604
xypos6802	the men were not being helped by the women that were not being met by the doctors	0.391736470588 -0.108438235294 -0.00419777647059 -0.293381647059 0.270985782353 0.273263705882 -0.653916647059 0.0192789411765 -0.300897511176 -0.262572 0.302581176471 0.00659235294118 -0.470118352941 -0.118992352941 0.492418911765 0.119464352941 -0.0113404705882 -0.161260647059 -0.424657823529 -0.384054470588 -0.0857260588235 0.351285647059 0.50218 -0.0925529411765 -0.0365376705882 -1.78328235294 -0.422191588235 -0.179001235294 -0.227055176471 -0.232713529412 3.45475882353 0.125630588235 -0.208452941176 -0.591928823529 0.127348022941 -0.0181192529412 0.262507 0.155569823529 -0.160706235294 -0.0148784705882 -0.329802941176 0.0511041176471 0.192274949412 0.197966411765 0.173478352941 -0.154623352941 -0.636617841176 -0.167367058824 -0.149015647059 -0.383307341176
xypos5362	the scientists did not follow the lawyer that dances	0.361230333333 0.0166687777778 -0.340227733333 -0.0713327777778 0.354001111111 0.168021677778 -0.465698888889 0.0232194444444 -0.17181494 -0.0474239 0.134580333333 0.207070666667 -0.305816666667 0.0853775555556 0.439281333333 0.217636222222 0.259086555556 -0.260016888889 -0.256691 -0.517299222222 0.00327866666667 0.225354555556 0.208353333333 -0.0403244444444 0.233467777778 -1.75294333333 -0.608567777778 -0.208022888889 -0.272946222222 -0.422232555556 3.0116 -0.101495555556 -0.541986666667 -0.601515555556 0.0211049177778 -0.256755577778 0.145723111111 0.0613401111111 0.0329636666667 0.104856333333 -0.289634444444 0.141496666667 -0.0312745555556 0.344480222222 0.150342777778 -0.0499890666667 -0.181765577778 0.0970587777778 -0.234079111111 -0.0451538666667
xypos3819	the woman does not recommend the professors that were followed by the doctors	0.376666076923 -0.0317773846154 -0.101915123077 -0.347432615385 0.254242615385 0.290359923077 -0.460703538462 0.00233038461538 -0.166753899231 -0.186240384615 0.167478769231 0.0290723076923 -0.25558 0.0173941538462 0.445621653846 0.132392615385 -0.106608923077 -0.189292561538 -0.236519615385 -0.398593 0.00183976923077 0.284398 0.292031076923 -0.0534753846154 0.0492977692308 -1.74579230769 -0.474294076923 -0.167084923077 -0.283004384615 -0.261348461538 3.17009230769 0.0217738461538 -0.339573384615 -0.517894164615 0.117923568462 -0.108007176923 0.293551538462 0.0722464615385 0.135824153846 -0.0199076923077 -0.270948230769 0.121151 0.109780769231 0.333177230769 0.138166384615 -0.0848613846154 -0.273942715385 0.0811346153846 -0.147035076923 -0.111546369231
xypos4503	the professor is following the men that recommended the students	0.119837 0.358238 -0.321754 -0.2097245 0.319121 0.1381384 -0.31241381 -0.220127 -0.094589069 -0.382235 0.1982579 -0.104572 -0.3258959 -0.220505 0.30695725 0.0239849 -0.031061 0.059384 -0.4324369 -0.118288 0.0616107 0.157431 0.16682006 -0.02943 -0.070426 -1.75373 -0.32676647 -0.2087147 -0.5475402 -0.0664044 3.30847 -0.132809 -0.3873023 -0.674673 0.166627139 -0.02425753 0.2131746 0.1565925 0.1779154 0.0401096 -0.2697389 0.005189 -0.033742 0.1781264 0.043473 -0.0334707 -0.00634253 -0.0285053 -0.0756618 -0.13432858
xypos2085	the women that helped the doctors are not dancing	0.294727777778 0.0873495555556 -0.237527066667 -0.246722 0.228401144444 0.29772 -0.424447888889 -0.0372473333333 -0.0395563844444 -0.0726708888889 0.280827666667 -0.0499544444444 -0.238995777778 0.0888924444444 0.407434555556 0.204461777778 0.116875555556 -0.121180111111 -0.213883666667 -0.57071 -0.103096888889 0.327859777778 0.328623333333 0.110445555556 0.0243808444444 -1.6473 -0.604111888889 -0.226032888889 -0.177361444444 -0.436083333333 3.39163333333 0.47826 -0.354215555556 -0.517656555556 -0.00725174888889 0.000495533333333 0.118471111111 0.113283133333 -0.00771966666667 -0.112025555556 -0.411705555556 -0.006083 0.175562666667 0.386149466667 0.338392111111 -0.0873925555556 -0.262974244444 -0.184933333333 -0.241912333333 -0.223096088889
xypos8380	the lawyers are not being helped by the woman that did not dance	0.288150230769 -0.0685941538462 -0.160704761538 -0.139590461538 0.374824484615 0.282328161538 -0.537122307692 0.0655856153846 -0.243556727692 0.00174507692308 0.179706076923 0.179698153846 -0.39775 0.0363155384615 0.503818753846 0.186018923077 0.114614307692 -0.188023846154 -0.224107307692 -0.524133846154 -0.00145630769231 0.344075538462 0.320412076923 0.0232958846154 0.0452693076923 -1.85470153846 -0.554574384615 -0.136158 -0.0660923076923 -0.429713076923 3.36350769231 -0.0111284615385 -0.316174615385 -0.589556318462 0.0592457123077 -0.0918460153846 0.177836923077 0.0454654 -0.0620136153846 -0.156112538462 -0.283366692308 0.131951923077 0.04250139 0.270470846154 0.110241307692 -0.130859815385 -0.416069092308 -0.187383846154 -0.170344153846 -0.130661138462
xypos7145	the lawyer that the scientists called recommended the women	0.321175555556 0.174421888889 -0.25387 -0.017472 0.299461666667 0.254827666667 -0.375400111111 -0.157255555556 0.123498812222 -0.280049633333 0.210453555556 -0.0282393333333 -0.236983555556 0.0983955555556 0.364056722222 0.0926482222222 0.120597666667 -0.134909222222 -0.294918222222 -0.340341777778 -0.0150314444444 0.171732222222 0.207358888889 -0.111965555556 -0.0634607111111 -1.84712222222 -0.504212222222 -0.202224111111 -0.557745333333 -0.131124777778 3.08543333333 -0.231593333333 -0.567411111111 -0.633326666667 -0.00485595666667 -0.2344317 0.155675444444 0.0960508888889 0.151527111111 -0.0268417777778 -0.224885444444 0.0890233333333 0.12436 0.279563222222 0.229022222222 -0.0526077777778 -0.275043922222 0.0697021111111 -0.170497555556 -0.111371644444
xypos1242	the doctors that call the professors are sleeping	0.564648875 0.09840825 -0.009815625 -0.450694625 0.191567375 0.0836695 -0.45273 -0.04950375 -0.1433638075 -0.25663075 0.035385625 0.0075667875 -0.027683625 0.105812375 0.361988875 0.19380825 -0.108759375 -0.02928125 -0.096304875 -0.501655 -0.0474925 0.43166125 0.314059375 0.14968625 0.07956675 -1.5057625 -0.4745625 -0.147071 -0.272405 -0.29599075 3.11535 0.28064625 -0.35379925 -0.5065425 0.1268105325 0.091466225 0.27812625 -0.080911475 0.326501 0.1216092125 -0.26822625 0.136201 0.136670375 0.69107825 0.29739 0.05745775 -0.243077525 0.105145 -0.19563625 -0.14816285
xypos2506	the lawyers are recommending the man	0.404552333333 -0.083284 -0.230642283333 -0.163811666667 0.479551666667 0.0932755 -0.284653333333 0.031065 -0.0980100766667 -0.192778333333 -0.102480166667 0.0537876666667 -0.282923333333 0.126220983333 0.3592985 -0.007579 0.0492683333333 -0.181588333333 -0.146588333333 -0.515285 0.0149963333333 0.271103 0.2471435 0.0181594166667 -0.263015 -1.71852333333 -0.42044 -0.0222346666667 -0.355642 -0.328697 2.95167666667 -0.08161 -0.332531666667 -0.458846666667 0.213999043333 -0.143643366667 0.216418333333 -0.0439158 -0.044618 -0.149576 -0.267020166667 0.109885833333 0.148038333333 0.579309333333 0.0951283333333 -0.116743 -0.388220033333 0.07597 -0.1324315 -0.174806666667
xypos4635	the scientist does not call the women that do not help the professors	0.218248538462 0.195177692308 0.00938798461538 -0.190647769231 0.372715307692 0.0357725384615 -0.375489769231 -0.0840089230769 -0.13576313 -0.124016923077 0.127345861538 0.220681538462 -0.225309046154 -0.00752253846154 0.467132807692 0.305859530769 0.246032692308 -0.0467249230769 -0.0641402307692 -0.434976923077 -0.153051 0.270747692308 0.236167076923 0.0857692307692 0.266101046154 -1.95816153846 -0.561061538462 -0.325563307692 -0.105989076923 -0.404686153846 3.27184153846 0.196958461538 -0.664461076923 -0.637545384615 -0.06551097 -0.163125253846 0.0617186153846 0.0216083076923 0.202550692308 -0.136955330769 -0.224580538462 0.084492 0.151463076923 0.369235230769 0.200039076923 0.0425592076923 -0.160706253846 0.152999016154 -0.12127 0.116447476923
xypos1933	the lawyer that helps the student did not sleep	0.184660333333 0.131801777778 -0.0822372888889 -0.197135333333 0.445686666667 0.137498233333 -0.336828888889 0.104813666667 -0.0227544955556 -0.0374794444444 0.178048222222 0.188564 -0.361904888889 -0.0465322222222 0.459570111111 0.249680666667 0.0541822222222 -0.139439333333 -0.0410436666667 -0.347348111111 -0.0419866666667 0.467236444444 0.0921388888889 0.0287388888889 0.141002222222 -1.78571333333 -0.338833222222 -0.298702888889 -0.0314542222222 -0.246662111111 3.09757777778 0.0795755555556 -0.462462222222 -0.644568888889 -0.00361841555556 -0.0477489111111 0.227444333333 0.0145224333333 0.483327 -0.0816296666667 -0.218891111111 0.152807888889 -0.101819 0.386134 0.157598333333 -0.165655733333 -0.133594466667 -0.103589 -0.0503018888889 0.2369228
xypos6531	the professor is called by the women that the men were helping	0.181978333333 0.227126666667 -0.169418333333 -0.0688765 0.36658475 0.27551925 -0.437134091667 -0.227039166667 -0.1334025575 -0.314644225 0.26227975 -0.0757483333333 -0.430923416667 -0.12054 0.317758958333 0.0118340833333 0.1361325 0.032749 -0.433255333333 -0.159998416667 -0.08014025 0.248187833333 0.2666838 -0.0216575 -0.0419048666667 -1.7883 -0.47521075 -0.225791333333 -0.349965166667 -0.215456166667 3.337875 -0.0208433333333 -0.303926083333 -0.6015875 -0.0011122175 -0.0137021916667 0.0342263333333 0.111623083333 0.027472 0.00341716666667 -0.264667333333 0.0402625 0.1142825 0.0476995 0.199793916667 -0.0455830833333 -0.330949608333 -0.252393333333 -0.0921195833333 -0.2716719
xypos1969	the man that recommends the women was sleeping	0.27210775 0.15696125 -0.28726875 -0.28236225 0.5329435 0.312998625 -0.379235125 -0.16382375 0.1577049425 -0.32432625 0.1560945 -0.0924857125 -0.337978875 0.054221125 0.476220125 0.08067975 -0.15823375 0.087727375 -0.376994125 -0.29107125 -0.09848225 0.53176125 0.168661375 -0.007599 0.04681295 -1.70371125 -0.43023125 0.091444 -0.0867835 -0.133869875 2.9315 0.08735125 -0.38088625 -0.2194935 0.1158355325 0.083377475 0.29865125 0.126460125 0.166575125 -0.156282125 -0.23465925 0.03893025 0.083057875 0.288972 0.2106925 -0.08562475 -0.238972525 -0.40917 0.08175125 -0.18768935
xypos3572	the lawyer that is followed by the scientist was not being met by the doctor	0.337895133333 0.0768579333333 -0.19002524 -0.0672156 0.384684666667 0.276774866667 -0.615305073333 -0.0209949333333 -0.193166046 -0.170485333333 0.284458266667 0.229051333333 -0.5131196 -0.0157372666667 0.4313781 0.0602303933333 -0.0375509333333 -0.0807993333333 -0.4580146 -0.0384552 0.00996126666667 0.282166533333 0.200199066667 -0.128537333333 0.119983866667 -1.957 -0.353612333333 -0.0895603333333 -0.358634066667 0.0200041333333 3.11884933333 -0.500088 -0.312516666667 -0.577114466667 0.054989426 -0.12173002 0.223091466667 0.169113933333 0.1340528 0.0102372 -0.0896755333333 0.3245408 -0.171644328667 -0.0561262 0.0309594666667 -0.09168702 -0.40815702 -0.1198416 -0.00499066666667 -0.0868909866667
xypos7145	the lawyer that the scientists called recommended the women	0.321175555556 0.174421888889 -0.25387 -0.017472 0.299461666667 0.254827666667 -0.375400111111 -0.157255555556 0.123498812222 -0.280049633333 0.210453555556 -0.0282393333333 -0.236983555556 0.0983955555556 0.364056722222 0.0926482222222 0.120597666667 -0.134909222222 -0.294918222222 -0.340341777778 -0.0150314444444 0.171732222222 0.207358888889 -0.111965555556 -0.0634607111111 -1.84712222222 -0.504212222222 -0.202224111111 -0.557745333333 -0.131124777778 3.08543333333 -0.231593333333 -0.567411111111 -0.633326666667 -0.00485595666667 -0.2344317 0.155675444444 0.0960508888889 0.151527111111 -0.0268417777778 -0.224885444444 0.0890233333333 0.12436 0.279563222222 0.229022222222 -0.0526077777778 -0.275043922222 0.0697021111111 -0.170497555556 -0.111371644444
xypos8720	the students that slept were not calling the doctors	0.487283333333 -0.0895333333333 0.0338973777778 -0.559848666667 0.274511222222 0.0916073333333 -0.562486666667 0.04861121 -0.256982273333 -0.251994222222 0.0357504444444 -0.178679211111 -0.142240444444 -0.08911 0.467123444444 0.146675111111 -0.138004 -0.04819 -0.154444333333 -0.413914444444 -0.032068 0.517904444444 0.383488888889 0.00810861111111 0.118057111111 -1.62351222222 -0.354438222222 -0.0863088888889 -0.183622 -0.364957777778 3.23140666667 0.249053333333 -0.351424444444 -0.560781888889 0.108651584444 0.0213922 0.458568888889 -0.00795555555556 0.101183666667 0.132369333333 -0.383237777778 0.0275788888889 0.0941366666667 0.498846555556 0.181285888889 -0.0915095555556 -0.458122244444 -0.006937 -0.184105666667 -0.197670644444
xypos8261	the woman was not being met by the men that dance	0.180742545455 0.14385 -0.305849872727 -0.165015090909 0.477795454545 0.302266909091 -0.571345636364 0.0640806363636 -0.303034587273 -0.191908181818 0.286184 -0.00653545454545 -0.47361 0.0688209090909 0.491953981818 0.0462961818182 -0.0347748181818 0.00588545454545 -0.479752272727 -0.286357818182 -0.03693 0.478473090909 0.308003363636 0.0225063636364 0.117448272727 -1.86728 -0.528929090909 -0.00255963636364 -0.211088909091 -0.234438181818 3.27973636364 -0.121898181818 -0.300423636364 -0.422585649091 0.0903785690909 -0.0559471090909 0.270512636364 0.132598090909 -0.162142636364 -0.0921260909091 -0.262669090909 0.134108363636 -0.0551059027273 -0.041039 0.116393818182 -0.225235545455 -0.422836381818 -0.433687272727 -0.102938454545 -0.261954072727
xypos8331	the lawyer is not being recommended by the man that does not sleep	0.377410307692 0.00975738461538 -0.162846938462 -0.150751153846 0.471803846154 0.289096 -0.323633238462 -0.0383144615385 -0.0256084969231 -0.0388503846154 0.203760692308 0.320481230769 -0.389215307692 -0.05304 0.572144692308 0.321572769231 0.0876595384615 -0.0785541 -0.187094846154 -0.372494846154 -0.162492461538 0.330104153846 0.277879538462 0.00548153846154 0.106287769231 -1.92714692308 -0.384314615385 0.0519589230769 0.0437829230769 -0.145089769231 3.23506923077 -0.22287 -0.392643076923 -0.547490769231 0.0543537892308 -0.137344707692 0.358601461538 0.0512520769231 0.171030230769 -0.0972706923077 -0.153852615385 0.252257692308 -0.0539734561538 0.356521153846 0.0300485384615 -0.115409923077 -0.3734154 -0.134109307692 0.0420423076923 0.171611169231
xypos1459	the lawyer that helps the women does not sleep	0.218072222222 0.184522888889 -0.148955733333 -0.0690238888889 0.480731111111 0.261500888889 -0.175849666667 0.0276114444444 0.14642106 -0.0628883333333 0.205858222222 0.137816222222 -0.316351333333 -0.0333304444444 0.540644555556 0.364211777778 0.130808777778 -0.151884255556 -0.00892077777778 -0.463712555556 -0.187246666667 0.465359777778 0.156160777778 0.104941111111 0.1655904 -1.78443555556 -0.457112111111 -0.230419555556 0.074818 -0.272213666667 3.13843333333 0.213115555556 -0.485844444444 -0.548858888889 -0.0898761933333 -0.131501133333 0.168642111111 0.0140157666667 0.338489222222 -0.190049888889 -0.209794111111 0.117753888889 0.0761722222222 0.434827333333 0.200673222222 -0.0703503333333 -0.153420022222 -0.212665666667 -0.0734232222222 0.239816133333
xypos1969	the man that recommends the women was sleeping	0.27210775 0.15696125 -0.28726875 -0.28236225 0.5329435 0.312998625 -0.379235125 -0.16382375 0.1577049425 -0.32432625 0.1560945 -0.0924857125 -0.337978875 0.054221125 0.476220125 0.08067975 -0.15823375 0.087727375 -0.376994125 -0.29107125 -0.09848225 0.53176125 0.168661375 -0.007599 0.04681295 -1.70371125 -0.43023125 0.091444 -0.0867835 -0.133869875 2.9315 0.08735125 -0.38088625 -0.2194935 0.1158355325 0.083377475 0.29865125 0.126460125 0.166575125 -0.156282125 -0.23465925 0.03893025 0.083057875 0.288972 0.2106925 -0.08562475 -0.238972525 -0.40917 0.08175125 -0.18768935
xypos7175	the students that the professors followed are not meeting the man	0.269464818182 0.281201818182 -0.152349872727 -0.270491545455 0.427631727273 0.0154335454545 -0.43518 -0.103700363636 -0.354021880909 -0.270600909091 -0.00177790909091 -0.102065454545 -0.296696363636 0.0499796363636 0.359127409091 0.0209112727273 0.0454631818182 -0.0267363636364 -0.271645363636 -0.331347636364 0.0504806363636 0.225416363636 0.258694636364 0.0378781818182 0.0504635454545 -1.71547636364 -0.345326818182 -0.157364090909 -0.460085363636 -0.245970909091 3.42702727273 0.118569090909 -0.382144909091 -0.569957 0.160968671818 -0.0675786636364 0.15189 0.0619501090909 0.0202476363636 0.0524572727273 -0.414183090909 0.0447225454545 -0.02766 0.302915363636 0.132938727273 0.0107655454545 -0.194090481818 0.122135181818 -0.171053727273 -0.253420436364
xypos1073	the professors that the doctor meets are sleeping	0.4406975 0.301592 -0.13057125 -0.3744085 0.367151125 0.119952 -0.31717875 -0.0635475 -0.0863541825 -0.31425775 0.100794375 0.1412742875 -0.127834625 0.225540625 0.415177625 0.1324795 -0.05878225 0.148135 -0.128304875 -0.2685575 -0.02012125 0.39455 0.273202875 0.22120375 0.09569125 -1.5205125 -0.41163375 -0.10793275 -0.3768925 -0.180907125 2.86015 0.12013175 -0.35993675 -0.4148525 0.2370880325 0.217638725 0.164537375 0.0520359 0.294996625 -0.012374625 -0.2742375 0.185676 0.079394125 0.3528095 0.16857075 0.08816775 -0.069103775 -0.120392875 -0.083815 -0.1738816
xypos6367	the lawyers that the scientists did not follow met the woman	0.436070272727 0.107832181818 -0.146542118182 -0.134449818182 0.436530909091 0.132561372727 -0.531035454545 0.146058636364 -0.143742244545 -0.218860372727 0.113349454545 0.122675636364 -0.366517272727 0.114881636364 0.481262863636 0.231980363636 0.0612938181818 -0.258302 -0.200333181818 -0.430951454545 -0.0324057272727 0.338608272727 0.269426090909 -0.0935512272727 0.176013636364 -1.98896363636 -0.565262727273 -0.143978636364 -0.338748727273 -0.304034545455 3.12760909091 -0.0893736363636 -0.555507272727 -0.62505974 0.0942823990909 -0.284528390909 0.129193909091 0.0632211818182 0.0415830909091 -0.0847649090909 -0.344361545455 0.139310909091 0.0680262727273 0.267581272727 0.151118636364 -0.0566281454545 -0.274899572727 0.09962 -0.212971090909 -0.166205890909
xypos4104	the doctors that the student is meeting are not being helped by the scientist	0.416287857143 0.131836142857 -0.0777878285714 -0.171793214286 0.310617735714 0.143347428571 -0.555748292857 -0.112881714286 -0.101592692143 -0.145531 0.271777071429 0.0826485714286 -0.3154645 0.0588204285714 0.32058725 0.194231707143 0.0963717857143 -0.0382571428571 -0.244454214286 -0.186461071429 -0.00735235714286 0.166160142857 0.232106142857 -0.0172128571429 0.0402117857143 -1.82053857143 -0.362727642857 -0.1676875 -0.381892428571 -0.102674285714 3.37466 -0.09293 -0.355084285714 -0.694338571429 0.0265185992857 -0.0670270928571 0.111299285714 0.171410942857 0.152850285714 -0.0398548571429 -0.286936642857 0.109615071429 -0.0489850664286 0.163309071429 0.197620857143 -0.0217200928571 -0.29964095 0.0999707142857 -0.0966122857143 -0.1250947
xypos5945	the women that danced were not being called by the men	0.253599090909 -0.0331854545455 -0.166084418182 -0.225055272727 0.341553363636 0.273424181818 -0.490464818182 -0.0964458181818 -0.336338223636 -0.227561427273 0.255894272727 -0.135681818182 -0.434993 -0.0457327272727 0.461353636364 0.0367841818182 0.0768659090909 -0.0235600909091 -0.477426727273 -0.503474818182 -0.136336545455 0.382773090909 0.480449090909 0.0164663636364 -0.0100650363636 -1.66088672727 -0.509754545455 -0.00271136363636 -0.234346181818 -0.388471818182 3.28952181818 0.142171818182 -0.251690181818 -0.463846363636 -0.00150506727273 -0.0418304727273 0.248082181818 0.0573715454545 -0.315502454545 0.0507980909091 -0.294779909091 0.0482963636364 0.110879551818 0.168306 0.188212363636 -0.204078727273 -0.558937290909 -0.400383636364 -0.205582090909 -0.429683163636
xypos3572	the lawyer that is followed by the scientist was not being met by the doctor	0.337895133333 0.0768579333333 -0.19002524 -0.0672156 0.384684666667 0.276774866667 -0.615305073333 -0.0209949333333 -0.193166046 -0.170485333333 0.284458266667 0.229051333333 -0.5131196 -0.0157372666667 0.4313781 0.0602303933333 -0.0375509333333 -0.0807993333333 -0.4580146 -0.0384552 0.00996126666667 0.282166533333 0.200199066667 -0.128537333333 0.119983866667 -1.957 -0.353612333333 -0.0895603333333 -0.358634066667 0.0200041333333 3.11884933333 -0.500088 -0.312516666667 -0.577114466667 0.054989426 -0.12173002 0.223091466667 0.169113933333 0.1340528 0.0102372 -0.0896755333333 0.3245408 -0.171644328667 -0.0561262 0.0309594666667 -0.09168702 -0.40815702 -0.1198416 -0.00499066666667 -0.0868909866667
xypos780	the woman that the student did not help did not sleep	0.283307818182 0.0940628181818 -0.0473695636364 -0.305660727273 0.449924545455 0.203072109091 -0.449800909091 0.148463818182 -0.0879891327273 -0.0824098181818 0.206216727273 0.196693272727 -0.338651781818 -0.0293369090909 0.583766 0.337741454545 -0.00591527272727 -0.133730909091 -0.0883044545455 -0.38405 -0.143595636364 0.479680909091 0.229628818182 0.0128681818182 0.278597272727 -1.95465545455 -0.464025454545 -0.202150363636 0.130628363636 -0.385630545455 3.34965454545 0.259032727273 -0.550694545455 -0.593506103636 0.0392013872727 -0.00424065454545 0.277881818182 0.0405202727273 0.305181181818 -0.155640454545 -0.351477272727 0.0853961818182 -0.0325538181818 0.318880090909 0.147637272727 -0.132900563636 -0.177918472727 -0.126428181818 -0.0504352727273 0.0995786545455
xypos6852	the students that the lawyers help recommend the scientists	0.501906666667 0.00755466666667 0.0269529222222 -0.305942 0.245289222222 -0.035236 -0.404584444444 -0.0221256666667 0.0486443677778 -0.169122888889 0.0553026666667 0.00610577777778 -0.0861795111111 0.0430522222222 0.2911285 0.159209333333 0.173014333333 -0.163785777778 -0.114997666667 -0.530186666667 0.180990777778 0.207618888889 0.177143333333 -0.146533722222 -0.0120555555556 -1.74104444444 -0.397640888889 -0.443897444444 -0.552080888889 -0.351391111111 3.21462222222 0.133805555556 -0.600137777778 -0.796243333333 0.118938598889 -0.104319477778 0.0701477777778 0.0560027777778 0.261774888889 -0.109022666667 -0.356804111111 -0.0344931111111 0.186255555556 0.451797666667 0.248457777778 0.00543266666667 -0.0870553666667 0.318916333333 -0.325442222222 -0.169071755556
